Rank,Score,Type,ID,Name,Description
1480,41.29,oe,ccsbBroad304_02002,RNMT,-
1482,41.25,kd,CGS001-27032,ATP2C1,Calcium-ATPases
6878,-6.98,cp,BRD-A25067867,benzatropine,Acetylcholine receptor antagonist
1483,41.05,kd,CGS001-7040,TGFB1,Endogenous ligands
1484,41,kd,CGS001-7089,TLE2,WD repeat domain containing
1486,40.95,kd,CGS001-27035,NOX1,-
1487,40.93,kd,CGS001-2147,F2,Endogenous ligands
1488,40.92,kd,CGS001-57406,ABHD6,Abhydrolase domain containing
1489,40.87,kd,CGS001-1508,CTSB,Cathepsins
6869,-6.91,cp,BRD-K01095011,finasteride,5-alpha reductase inhibitor
1490,40.82,kd,CGS001-7074,TIAM1,Rho guanine nucleotide exchange factors
6867,-6.87,cp,BRD-K03440695,boldine,Acetylcholine receptor antagonist
1491,40.78,oe,ccsbBroad304_07311,HDAC3,Histone deacetylases
1492,40.75,oe,ccsbBroad304_02853,QPCT,Aminopeptidase Y
1493,40.73,kd,CGS001-1503,CTPS,-
1495,40.66,kd,CGS001-4698,NDUFA5,Mitochondrial respiratory chain complex / Complex I
1496,40.66,kd,CGS001-3336,HSPE1,Heat Shock Proteins / Chaperonins
1497,40.63,kd,CGS001-7874,USP7,Ubiquitin-specific peptidases
1498,40.58,kd,CGS001-4719,NDUFS1,Mitochondrial respiratory chain complex / Complex I
1499,40.58,oe,ccsbBroad304_03237,LEF1,-
6858,-6.78,cp,BRD-K45033733,famciclovir,DNA polymerase inhibitor
6857,-6.72,cp,BRD-K68190965,GR-46611,Serotonin receptor agonist
6856,-6.71,cp,BRD-K16444452,ibudilast,Leukotriene receptor antagonist
6855,-6.69,cp,BRD-A89672324,CGP-55845,GABA receptor antagonist
1500,40.57,kd,CGS001-124961,ZFP3,"Zinc fingers, C2H2-type"
1501,40.54,kd,CGS001-24149,ZNF318,"Zinc fingers, C2H2-type"
6851,-6.65,cp,BRD-A16444946,acarbose,Glucosidase inhibitor
6852,-6.65,cp,BRD-K48427617,U-0124,MEK inhibitor
1502,40.47,oe,ccsbBroad304_02110,VAPB,-
1503,40.43,oe,ccsbBroad304_05944,CCBL1,Hydrogen sulphide synthesis
1505,40.41,kd,CGS001-1616,DAXX,-
1506,40.4,oe,ccsbBroad304_14066,CHEK2,CHK1 subfamily
6847,-6.56,cp,BRD-K73196317,urapidil,Adrenergic receptor antagonist
6844,-6.55,cp,BRD-K65503129,HSP90-inhibitor,HSP inhibitor
1507,40.35,kd,CGS001-83448,PUS7L,-
1508,40.31,kd,CGS001-2582,GALE,Short chain dehydrogenase/reductase superfamily / Extended SDR fold
1509,40.25,kd,CGS001-3177,SLC29A2,SLC29 family
6841,-6.52,cp,BRD-M40783228,mesna,Antioxidant
1511,40.12,kd,CGS001-6595,SMARCA2,Non-enzymatic BRD containing proteins
6838,-6.45,cp,BRD-K04010869,prostaglandin-a1,HSP inducer
1512,40.08,kd,CGS001-283450,C12ORF51,-
6837,-6.41,cp,BRD-A42571354,cetirizine,Histamine receptor antagonist
1513,40.07,kd,CGS001-6721,SREBF2,Basic helix-loop-helix proteins
1514,40.01,kd,CGS001-10497,UNC13B,-
6833,-6.37,cp,BRD-K01779529,fluoropyruvate,Pyruvate dehydrogenase kinase inhibitor
1515,39.97,kd,CGS001-4329,ALDH6A1,Aldehyde dehydrogenases
1516,39.96,kd,CGS001-53831,GPR84,GPCR / Class A : Fatty acid receptors
6829,-6.34,cp,BRD-K14791739,fluticasone,Glucocorticoid receptor agonist
6830,-6.34,cp,BRD-K32526544,DCEBIO,Potassium channel activator
6831,-6.34,cp,BRD-A09472452,flecainide,Sodium channel blocker
1518,39.95,kd,CGS001-5585,PKN1,Protein kinase N (PKN) family
6827,-6.26,cp,BRD-K62056274,quipazine,Serotonin receptor agonist
6826,-6.25,cc,,General transcription factors group 1 LOF,-
6825,-6.24,cp,BRD-K30240666,clemastine,Histamine receptor antagonist
6823,-6.23,cp,BRD-K47192521,icosapent,Platelet aggregation inhibitor
1519,39.92,kd,CGS001-6648,SOD2,-
1520,39.87,kd,CGS001-56654,NPDC1,-
6819,-6.2,cp,BRD-A24543851,nornicotine,Acetylcholine receptor agonist
1521,39.85,kd,CGS001-27,ABL2,Abl family
1522,39.77,oe,ccsbBroad304_07140,XPC,-
1523,39.76,kd,CGS001-5824,PEX19,-
1524,39.66,kd,CGS001-4363,ABCC1,ATP binding cassette transporters / subfamily C
1526,39.62,oe,ccsbBroad304_02351,DHRS2,Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1
1527,39.6,oe,ccsbBroad304_02772,ICMT,-
6815,-6.11,cp,BRD-K32584078,BML-257,AKT inhibitor
6813,-6.1,cp,BRD-K21520694,sulfacetamide,PABA antagonist
1528,39.6,kd,CGS001-10245,TIMM17B,-
1529,39.56,kd,CGS001-6335,SCN9A,Voltage-gated sodium channels
1530,39.55,kd,CGS001-51422,PRKAG2,AMPK subfamily
1531,39.47,kd,CGS001-2944,GSTM1,Glutathione S-transferases / Soluble
6807,-6.03,cp,BRD-A34706053,CGP-12177,Adrenergic receptor agonist
1533,39.43,kd,CGS001-109,ADCY3,Adenylyl cyclases
1534,39.41,kd,CGS001-1025,CDK9,"Cyclin-dependent kinases, CDK9 subfamily"
1535,39.31,kd,CGS001-7421,VDR,Vitamin D receptors
6804,-5.97,cp,BRD-A01317026,"7,8-dihydro-L-biopterin",Dihydroneopterin aldolase inhibitor
1536,39.28,kd,CGS001-23650,TRIM29,-
1537,39.22,kd,CGS001-6821,SUOX,-
1538,39.14,kd,CGS001-2760,GM2A,-
1540,38.96,oe,ccsbBroad304_01819,ZNF213,"Zinc fingers, C2H2-type"
1541,38.94,kd,CGS001-3725,JUN,basic leucine zipper proteins
1543,38.86,kd,CGS001-10901,DHRS4,Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1
1544,38.83,oe,ccsbBroad304_02376,RAMP1,Receptor (G protein-coupled) activity modifying proteins
1546,38.8,kd,CGS001-64215,DNAJC1,Heat shock proteins / DNAJ (HSP40)
6796,-5.87,cp,BRD-K12762134,XAV-939,Tankyrase inhibitor
1548,38.79,kd,CGS001-79885,HDAC11,Histone deacetylases
1549,38.79,kd,CGS001-118738,ZNF488,"Zinc fingers, C2H2-type"
1551,38.74,kd,CGS001-4602,MYB,-
6793,-5.83,cp,BRD-A61470182,n-formylmethionylalanine,macrophage activator
6790,-5.81,cp,BRD-K59650319,YM-298198,Glutamate receptor antagonist
1552,38.72,kd,CGS001-9670,IPO13,Importins
1554,38.69,oe,ccsbBroad304_00696,CXCL2,Endogenous ligands
1555,38.68,kd,CGS001-7965,AIMP2,-
6786,-5.78,cp,BRD-K16195444,oxymetazoline,Adrenergic receptor agonist
1557,38.6,kd,CGS001-51001,MTERFD1,-
6784,-5.76,cp,BRD-K36740062,GSK-1070916,Aurora kinase inhibitor
1558,38.59,kd,CGS001-5411,PNN,-
1559,38.59,kd,CGS001-57819,LSM2,-
6781,-5.68,cp,BRD-K32311154,nifekalant,Potassium channel blocker
6780,-5.67,cp,BRD-K83636919,entacapone,Catechol O methyltransferase inhibitor
1560,38.57,oe,ccsbBroad304_00079,APOA1,Apolipoproteins
1561,38.53,kd,CGS001-5577,PRKAR2B,Protein kinase A
6776,-5.61,cp,BRD-K24201553,SB-269970,Serotonin receptor antagonist
6777,-5.61,cp,BRD-A22844106,tenoxicam,Cyclooxygenase inhibitor
1562,38.52,kd,CGS001-64147,KIF9,Kinesins
1563,38.47,kd,CGS001-998,CDC42,-
6773,-5.57,cp,BRD-A10969569,ambelline,Plant alkaloid
6772,-5.56,cp,BRD-A80960055,celastrol,Anti-inflammatory
1564,38.43,kd,CGS001-8493,PPM1D,"Serine/threonine phosphatases / Protein phosphatases, Mg2+/Mn2+ dependent"
1565,38.43,kd,CGS001-586,BCAT1,-
1567,38.35,oe,ccsbBroad304_07529,AKT3,Akt (Protein kinase B)
1568,38.27,kd,CGS001-2731,GLDC,-
1569,38.26,kd,CGS001-515,ATP5F1,ATPases / F-type
6765,-5.5,cp,BRD-K32645441,dipropyl-5ct,Serotonin receptor agonist
1570,38.24,kd,CGS001-823,CAPN1,EF-hand domain containing
1571,38.22,oe,ccsbBroad304_00415,CYP24A1,Cytochrome P450s
1572,38.15,kd,CGS001-56889,TM9SF3,-
6762,-5.46,cp,BRD-K70301876,escitalopram,Selective serotonin reuptake inhibitor (SSRI)
1573,38.14,oe,ccsbBroad304_02572,SERINC3,-
1574,38.12,kd,CGS001-3065,HDAC1,Histone deacetylases
6760,-5.42,cp,BRD-K26801045,pipamperone,Dopamine receptor antagonist
6757,-5.4,cp,BRD-K52930707,rescinnamine,ACE inhibitor
6758,-5.4,cp,BRD-K68407802,KIN001-055,EGFR inhibitor
1575,38.04,kd,CGS001-2908,NR3C1,3-Ketosteroid receptors
1576,38,kd,CGS001-7078,TIMP3,-
1577,37.99,kd,CGS001-481,ATP1B1,ATPases / P-type
1578,37.91,oe,ccsbBroad304_06777,PRNP,CD molecules
6753,-5.32,cp,BRD-K93460210,lamotrigine,Serotonin receptor antagonist
6751,-5.29,cp,BRD-K50388907,fenofibrate,PPAR receptor agonist
1579,37.91,kd,CGS001-153830,RNF145,RING-type (C3HC4) zinc fingers
6747,-5.25,cp,BRD-K33226500,indinavir,HIV protease inhibitor
6748,-5.25,cp,BRD-A00267231,hemado,Adenosine receptor agonist
6749,-5.25,cp,BRD-A94669766,naringenin,Aromatase inhibitor
1580,37.86,kd,CGS001-8678,BECN1,-
1581,37.85,oe,ccsbBroad304_06048,CRYZ,-
1582,37.83,kd,CGS001-9063,PIAS2,"Zinc fingers, MIZ-type"
6740,-5.21,cp,BRD-K24859147,KIN001-242,Protein kinase inhibitor
6741,-5.21,cp,BRD-A68888262,azelastine,Histamine receptor antagonist
6742,-5.21,cp,BRD-K60174629,z-prolyl-prolinal,Prolyl endopeptidase inhibitor
6743,-5.21,cp,BRD-K07325606,hispidin,PKC inhibitor
6738,-5.18,cp,BRD-K32107296,temozolomide,DNA alkylating agent
1586,37.75,oe,ccsbBroad304_02467,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferases
1587,37.55,kd,CGS001-9919,SEC16A,-
1588,37.53,oe,ccsbBroad304_06079,CYP51A1,Cytochrome P450s
6734,-5.14,cp,BRD-K69600043,thiethylperazine,Dopamine receptor antagonist
1589,37.47,kd,CGS001-5641,LGMN,Legumain
1591,37.32,oe,ccsbBroad304_06257,GATA2,GATA zinc finger domain containing
1593,37.28,oe,ccsbBroad304_00447,DLD,-
6732,-5.11,cp,BRD-K01292756,pimozide,Dopamine receptor antagonist
6730,-5.1,cc,,Dopamine receptor antagonist,-
1594,37.28,oe,ccsbBroad304_01870,CHAF1B,WD repeat domain containing
1595,37.24,oe,ccsbBroad304_06102,DLX3,Homeoboxes / ANTP class : NKL subclass
1596,37.17,kd,CGS001-11140,CDC37,-
1597,37.11,kd,CGS001-11188,NISCH,-
1598,37.09,kd,CGS001-4700,NDUFA6,LYR motif containing
1600,36.98,oe,ccsbBroad304_06038,CRK,SH2 domain containing
1602,36.9,kd,CGS001-5387,PMS2P3,-
6722,-5.01,cp,BRD-K27141178,SB-203186,Serotonin receptor antagonist
1603,36.85,kd,CGS001-400,ARL1,ADP-ribosylation factors
1604,36.8,kd,CGS001-2547,XRCC6,XRCC DNA Repair
1605,36.74,kd,CGS001-238,ALK,Leukocyte tyrosine kinase (LTK) receptor family
6716,-4.97,cp,BRD-K00610438,altanserin,Serotonin receptor antagonist
6717,-4.97,cp,BRD-A11135865,nor-binaltorphimine,Opioid receptor antagonist
1606,36.69,kd,CGS001-4287,ATXN3,Ataxins
1607,36.67,kd,CGS001-9612,NCOR2,-
1608,36.67,oe,ccsbBroad304_02324,TRAP1,Heat shock proteins / HSPC
1609,36.58,kd,CGS001-10138,YAF2,-
1610,36.57,kd,CGS001-55120,FANCL,"Fanconi anemia, complementation groups"
6710,-4.86,cp,BRD-K52172416,anastrozole,Aromatase inhibitor
1611,36.55,kd,CGS001-1509,CTSD,Cathepsins
6708,-4.83,cp,BRD-K33818169,GW-3965,LXR agonist
6709,-4.83,cp,BRD-A05186015,bupropion,Dopamine uptake inhibitor
1613,36.47,kd,CGS001-163081,ZNF567,"Zinc fingers, C2H2-type"
1614,36.36,oe,ccsbBroad304_02436,ZER1,ZYG11 cell cycle regulator family
1615,36.33,kd,CGS001-5581,PRKCE,Eta subfamily
6703,-4.79,cp,BRD-K49372556,mofezolac,Cyclooxygenase inhibitor
1616,36.32,oe,ccsbBroad304_03097,CNOT7,-
1617,36.28,kd,CGS001-1500,CTNND1,Catenins
1618,36.21,kd,CGS001-79600,TCTN1,Tectonic proteins
1619,36.17,kd,CGS001-64376,IKZF5,IKAROS zinc fingers
1620,36.14,kd,CGS001-11186,RASSF1,-
6697,-4.76,cp,BRD-K76908866,CP-724714,EGFR inhibitor
6698,-4.76,cp,BRD-A01320529,salmeterol,Adrenergic receptor agonist
1622,36.04,kd,CGS001-3726,JUNB,basic leucine zipper proteins
1623,36.02,oe,ccsbBroad304_04891,TMEM174,-
6694,-4.69,cp,BRD-K21450440,benzthiazide,Carbonic anhydrase inhibitor
6692,-4.68,cp,BRD-K63516691,T-0156,Phosphodiesterase inhibitor
1624,36.01,kd,CGS001-1490,CTGF,-
6691,-4.62,cp,BRD-K66175015,afatinib,EGFR inhibitor
1625,35.99,kd,CGS001-85236,HIST1H2BK,Histones / Replication-dependent
6688,-4.59,cp,BRD-K68997413,PF-3845,FAAH inhibitor
1626,35.98,oe,ccsbBroad304_07565,RBM6,G patch domain containing
6687,-4.56,cp,BRD-K22385716,LY-303511,Casein kinase inhibitor
6686,-4.55,cp,BRD-K39569857,avrainvillamide-analog-3,nucleophosmin inhibitor
1627,35.97,kd,CGS001-8660,IRS2,Pleckstrin homology (PH) domain containing
6685,-4.54,cp,BRD-K01612348,meropenem,Bacterial cell wall synthesis inhibitor
1629,35.94,kd,CGS001-8444,DYRK3,Dyrk2 subfamily
1631,35.89,kd,CGS001-1062,CENPE,Kinesins
1632,35.88,kd,CGS001-2181,ACSL3,Acyl-CoA synthetase family
1633,35.87,oe,ccsbBroad304_07326,EIF2B2,-
6677,-4.51,cp,BRD-K52850071,JAK3-Inhibitor-II,JAK inhibitor
6678,-4.51,cp,BRD-K59753853,MDL-29951,Glutamate receptor antagonist
1635,35.8,kd,CGS001-8565,YARS,Aminoacyl tRNA synthetases / Class I
6676,-4.5,cp,BRD-K06080977,eicosatetraynoic-acid,Cyclooxygenase inhibitor
6672,-4.49,cp,BRD-K64606589,apicidin,HDAC inhibitor
6673,-4.49,cp,BRD-K52080565,rilmenidine,Imidazoline receptor agonist
6674,-4.49,cp,BRD-K10065684,dantron,Laxative
1636,35.74,kd,CGS001-1786,DNMT1,Methyltransferases
6671,-4.48,cp,BRD-K10995081,perphenazine,Dopamine receptor antagonist
6665,-4.47,cp,BRD-K10177585,PSB-11,Adenosine receptor antagonist
6666,-4.47,cp,BRD-A41145729,methoprene-acid,Retinoid receptor agonist
1637,35.66,kd,CGS001-1594,CYP27B1,Cytochrome P450s
1639,35.62,oe,ccsbBroad304_00933,LDHB,-
1640,35.56,oe,ccsbBroad304_08010,FBXO5,F-boxes / other
6670,-4.47,cp,BRD-K33453211,levocabastine,Histamine receptor antagonist
6660,-4.45,cp,BRD-K79877282,PF-543,Sphingosine kinase inhibitor
1642,35.54,kd,CGS001-28964,GIT1,Ankyrin repeat domain containing
1643,35.53,kd,CGS001-29928,TIMM22,-
1644,35.5,kd,CGS001-183,AGT,Endogenous ligands
1645,35.43,kd,CGS001-2548,GAA,Glycosidases
1646,35.35,kd,CGS001-3669,ISG20,-
6658,-4.44,cp,BRD-K68341547,W-9,Calmodulin antagonist
6659,-4.44,cp,BRD-A07440155,labetalol,Adrenergic receptor antagonist
6656,-4.4,cp,BRD-K25311561,KU-55933,ATM kinase inhibitor
1647,35.31,kd,CGS001-2737,GLI3,"Zinc fingers, C2H2-type"
1648,35.3,kd,CGS001-84636,GPR174,GPCR / Class A : Orphans
6653,-4.38,cp,BRD-A16478930,amcinonide,Glucocorticoid receptor agonist
1649,35.16,kd,CGS001-4886,NPY1R,GPCR / Class A : Neuropeptide receptors : Y
1650,35.12,kd,CGS001-7090,TLE3,WD repeat domain containing
1652,35.08,kd,CGS001-665,BNIP3L,-
1653,35.07,kd,CGS001-351,APP,Endogenous ligands
1654,35.04,kd,CGS001-6455,SH3GL1,-
1655,35.04,kd,CGS001-23549,DNPEP,Aminopeptidase I
1657,34.96,kd,CGS001-2052,EPHX1,-
6641,-4.26,cp,BRD-K28428262,brivanib,FGFR inhibitor
6642,-4.26,cp,BRD-K74212935,ergocryptine,Dopamine agonist
1658,34.93,kd,CGS001-10557,RPP38,-
1659,34.88,kd,CGS001-5243,ABCB1,ATP binding cassette transporters / subfamily B
1660,34.87,kd,CGS001-11325,DDX42,DEAD-boxes
6639,-4.23,cp,BRD-K28137194,loreclezole,GABA receptor agonist
6640,-4.23,cp,BRD-A84174393,meloxicam,Cyclooxygenase inhibitor
1661,34.86,kd,CGS001-2877,GPX2,-
1662,34.84,kd,CGS001-10691,GMEB1,-
1663,34.8,kd,CGS001-292,SLC25A5,Mitochondrial nucleotide transporter subfamily
1664,34.67,kd,CGS001-79174,CRELD2,-
1665,34.65,kd,CGS001-58499,ZNF462,"Zinc fingers, C2H2-type"
6633,-4.15,cc,,X linked mental retardation group 2 LOF,-
6632,-4.12,cp,BRD-K33459542,ditolylguanidine,Sigma receptor agonist
1666,34.65,oe,ccsbBroad304_01832,PAX8,Paired boxes
1668,34.62,kd,CGS001-9618,TRAF4,RING-type (C3HC4) zinc fingers
6628,-4.09,cp,BRD-K54708045,nTZDpa,PPAR receptor agonist
1669,34.6,kd,CGS001-1454,CSNK1E,Casein kinase 1 (CK1) family
1670,34.6,oe,ccsbBroad304_06255,LRRC32,-
6627,-4.07,cp,BRD-K69032158,diprotin-a,Dipeptidyl peptidase inhibitor
1671,34.57,kd,CGS001-10771,ZMYND11,"Zinc fingers, MYND-type"
1672,34.52,kd,CGS001-79618,HMBOX1,Homeoboxes / HNF class
1673,34.43,kd,CGS001-3920,LAMP2,CD molecules
6622,-4,cp,BRD-K32536677,AGK-2,SIRT inhibitor
6621,-3.99,cp,BRD-K99451608,lopinavir,HIV protease inhibitor
1674,34.42,oe,ccsbBroad304_09391,DTX2,RING-type (C3HC4) zinc fingers
6619,-3.98,cp,BRD-K22631935,neurodazine,Neurogenesis of non-pluripotent C2C12 myoblast inducer
6620,-3.98,cp,BRD-K52020312,metronidazole,DNA inhibitor
1675,34.42,kd,CGS001-678,ZFP36L2,RING-type (C3HC4) zinc fingers
6615,-3.95,cp,BRD-K67174588,toremifene,Estrogen receptor antagonist
1676,34.42,oe,ccsbBroad304_00078,BIRC2,Inhibitors of apoptosis (IAP) protein family
1677,34.41,kd,CGS001-85027,C5ORF62,-
1678,34.35,kd,CGS001-7832,BTG2,-
6612,-3.91,cp,BRD-K09631521,thiotepa,Cytochrome P450 inhibitor
6613,-3.91,cp,BRD-K92778217,mefenamic-acid,Cyclooxygenase inhibitor
1679,34.31,oe,ccsbBroad304_00282,CDKN1A,-
1680,34.31,kd,CGS001-23408,SIRT5,Histone deacetylases
1681,34.31,kd,CGS001-56882,CDC42SE1,-
1682,34.3,kd,CGS001-9961,MVP,-
1683,34.28,kd,CGS001-148103,ZNF599,"Zinc fingers, C2H2-type"
1684,34.25,kd,CGS001-4175,MCM6,-
1685,34.25,oe,ccsbBroad304_01880,LAGE3,-
1687,34.21,oe,ccsbBroad304_03215,MRPS2,Mitochondrial ribosomal proteins / small subunits
1689,34.16,oe,ccsbBroad304_02080,USP14,Ubiquitin-specific peptidases
1690,34.15,kd,CGS001-55617,TASP1,Glycosylasparaginase precursor
6599,-3.84,cp,BRD-K61341215,vecuronium,Acetylcholine receptor antagonist
1691,34.11,kd,CGS001-1662,DDX10,DEAD-boxes
6596,-3.83,cp,BRD-K06753942,nobiletin,MEK inhibitor
1692,34.1,kd,CGS001-5198,PFAS,-
1694,34,kd,CGS001-23266,LPHN2,Adhesion Class GPCRs
6595,-3.81,cp,BRD-K66615216,moxifloxacin,Bacterial DNA gyrase inhibitor
1695,33.86,kd,CGS001-328,APEX1,-
1696,33.85,kd,CGS001-6643,SNX2,Sorting nexins
1697,33.81,oe,ccsbBroad304_03510,FKBP14,EF-hand domain containing
1698,33.79,kd,CGS001-2958,GTF2A2,General transcription factors
1699,33.78,kd,CGS001-94103,ORMDL3,-
6590,-3.79,cp,BRD-A41995253,brucine,Glycine receptor antagonist
6588,-3.78,cp,BRD-A02710418,meptazinol,Opioid receptor agonist
6587,-3.77,cp,BRD-K55430733,WAY-629,Serotonin receptor agonist
1700,33.73,kd,CGS001-84527,ZNF559,"Zinc fingers, C2H2-type"
1702,33.64,kd,CGS001-5868,RAB5A,"RAB, member RAS oncogene"
1703,33.63,oe,ccsbBroad304_01677,TLE2,WD repeat domain containing
1704,33.61,oe,ccsbBroad304_06957,SLC1A5,Alanine/serine/cysteine transporter subfamily
1706,33.56,kd,CGS001-22930,RAB3GAP1,-
1707,33.55,oe,ccsbBroad304_00836,IGF2,-
6577,-3.74,cp,BRD-K55591206,epigallocatechin,Nitric oxide synthase inhibitor
1708,33.55,kd,CGS001-7753,ZNF202,"Zinc fingers, C2H2-type"
1709,33.54,oe,ccsbBroad304_09471,CSNK1A1L,Casein kinase 1 (CK1) family
1710,33.53,kd,CGS001-6548,SLC9A1,SLC9 family of sodium/hydrogen exchangers
1711,33.52,kd,CGS001-140465,MYL6B,EF-hand domain containing
1712,33.51,oe,ccsbBroad304_00001,NAT1,-
6572,-3.7,cp,BRD-K87510569,RS-504393,CC chemokine receptor antagonist
1713,33.46,oe,ccsbBroad304_02834,GABARAPL1,-
1714,33.43,kd,CGS001-29082,CHMP4A,Charged multivesicular body proteins
1716,33.14,kd,CGS001-8655,DYNLL1,Cytoplasmic dyneins
1717,33.07,kd,CGS001-10733,PLK4,Polo-like kinase (PLK) family
6569,-3.67,cp,BRD-K37691127,hinokitiol,Tyrosinase inhibitor
6566,-3.66,cp,BRD-K26429091,J-104129,Acetylcholine receptor antagonist
1719,33.05,kd,CGS001-1595,CYP51A1,Cytochrome P450s
1720,33.02,kd,CGS001-190,NR0B1,DAX-like receptors
6565,-3.64,cp,BRD-A33084410,5'-guanidinonaltrindole,Opioid receptor antagonist
6562,-3.63,cc,,Trace amine receptors LOF,-
6563,-3.63,cp,BRD-K78692225,leflunomide,Dihydroorotate dehydrogenase inhibitor
1721,32.99,kd,CGS001-246778,IL27,Interleukins and interleukin receptors
6560,-3.62,cp,BRD-K99411983,lumicolchicine,"Colchicine isomer, non-binder of microtubules"
6561,-3.62,cp,BRD-K06014311,DH-97,Melatonin receptor antagonist
1722,32.98,kd,CGS001-2678,GGT1,CD molecules
6553,-3.58,cp,BRD-A79465854,auranofin,NFkB pathway inhibitor
6554,-3.58,cp,BRD-K90789829,nefazodone,Adrenergic inhibitor
1723,32.96,kd,CGS001-284312,ZSCAN1,"Zinc fingers, C2H2-type"
1725,32.91,kd,CGS001-151126,ZNF385B,-
1726,32.89,kd,CGS001-5359,PLSCR1,-
1728,32.85,kd,CGS001-5264,PHYH,-
1730,32.8,kd,CGS001-7852,CXCR4,Chemokine receptors
1731,32.8,kd,CGS001-642,BLMH,-
1733,32.76,kd,CGS001-22794,CASC3,-
6549,-3.52,cp,BRD-K26674531,GR-235,Estrogen receptor agonist
6548,-3.49,cp,BRD-K41170226,deoxycholic-acid,G protein-coupled receptor agonist
1734,32.64,kd,CGS001-6890,TAP1,ATP binding cassette transporters / subfamily B
6546,-3.46,cp,BRD-A13807286,HA-14-1,BCL inhibitor
6544,-3.45,cp,BRD-K18059238,gamma-linolenic-acid,Cyclooxygenase inhibitor
1735,32.63,kd,CGS001-10318,TNIP1,-
1737,32.56,kd,CGS001-6915,TBXA2R,GPCR / Class A : Prostanoid receptors
6542,-3.41,cp,BRD-A73368467,fexofenadine,Histamine receptor antagonist
6539,-3.39,cp,BRD-K91904471,SD-169,p38 MAPK inhibitor
1738,32.55,oe,ccsbBroad304_03858,SRPRB,-
1740,32.47,oe,ccsbBroad304_01351,PEX19,-
1742,32.42,kd,CGS001-84936,ZFYVE19,"Zinc fingers, FYVE domain containing"
1743,32.41,kd,CGS001-1382,CRABP2,Fatty acid-binding proteins
6538,-3.38,cp,BRD-K08115555,tyrphostin-AG-1288,TNF production inhibitor
1744,32.41,kd,CGS001-220,ALDH1A3,Aldehyde dehydrogenases
6535,-3.37,cp,BRD-A50311610,meclozine,CAR agonist
6532,-3.36,cp,BRD-A15914070,4-hydroxy-2-nonenal,Cytotoxic lipid peroxidation product
6533,-3.36,cp,BRD-K13664374,dichloroacetic-acid,Pyruvate dehydrogenase kinase inhibitor
6528,-3.35,cp,BRD-A83892713,rifampicin,RNA polymerase inhibitor
6529,-3.35,cp,BRD-A95696066,nisoxetine,Norepinephrine reuptake inhibitor
6530,-3.35,cp,BRD-A17428743,BW-723C86,Serotonin receptor agonist
6531,-3.35,cp,BRD-K11801786,trimidox,Ribonucleotide reductase inhibitor
1746,32.39,kd,CGS001-80218,NAA50,N(alpha)-acetyltransferase subunits
1748,32.37,kd,CGS001-8613,PPAP2B,Lipid phosphate phosphatases
1749,32.37,kd,CGS001-56922,MCCC1,-
1750,32.31,oe,ccsbBroad304_06126,TSC22D3,-
6521,-3.31,cp,BRD-A77118605,BML-ST330,Phospholipase inhibitor
6522,-3.31,cp,BRD-K94832621,Y-134,Estrogen receptor antagonist
6523,-3.31,cp,BRD-K32755366,reserpic-acid,Norepinephrine transporter inhibitor
1751,32.25,oe,ccsbBroad304_08267,KLF3,Kruppel-like transcription factors
6520,-3.3,cp,BRD-K12513978,fenbufen,Cyclooxygenase inhibitor
1752,32.25,kd,CGS001-6868,ADAM17,ADAM metallopeptidase domain containing
6516,-3.28,cp,BRD-A84389633,"tropanyl-3,5-dimethylbenzoate",Serotonin receptor antagonist
1753,32.24,kd,CGS001-7016,TESK1,TESK subfamily
1756,32.13,kd,CGS001-84328,LZIC,-
1758,31.98,kd,CGS001-1633,DCK,-
1759,31.92,kd,CGS001-1153,CIRBP,RNA binding motif (RRM) containing
1761,31.88,oe,ccsbBroad304_08292,IP6K2,-
6509,-3.24,cp,BRD-A25775766,securinine,GABA receptor antagonist
1762,31.82,kd,CGS001-2593,GAMT,-
1763,31.81,oe,ccsbBroad304_07918,CBLC,RING-type (C3HC4) zinc fingers
1764,31.8,kd,CGS001-27095,TRAPPC3,Trafficking protein particle complex
6507,-3.22,cp,BRD-K61993165,niacin,NAD precursor with lipid lowering effects
1765,31.79,oe,ccsbBroad304_01371,RALA,-
1766,31.76,kd,CGS001-563,AZGP1,Immunoglobulin superfamily / C1-set domain containing
1767,31.75,kd,CGS001-340385,ZNF517,"Zinc fingers, C2H2-type"
1768,31.74,oe,ccsbBroad304_10024,ZNF680,"Zinc fingers, C2H2-type"
1769,31.73,kd,CGS001-93487,MAPK1IP1L,-
1770,31.68,oe,ccsbBroad304_07680,NEK6,NIMA (never in mitosis gene a)- related kinase (NEK) family
